Gene ID	UniProtID	Protein length	Housekeeping?
ENSG00000174132	Q8TBP5	190	1
ENSG00000213123	Q8WW35	142	0
ENSG00000228357	Q92506	261	0
ENSG00000102221	Q92613	823	0
ENSG00000173559	Q96AH0	204	0
ENSG00000141756	Q96AY3	582	0
ENSG00000051596	Q96J01	351	0
ENSG00000165695	Q96MA6	479	0
ENSG00000135469	Q96MF6	247	0
ENSG00000136710	Q96NT0	180	0
ENSG00000123213	Q9BYT8	704	0
ENSG00000178163	Q9C0D4	1074	0
ENSG00000222014	Q9H0N0	254	0
ENSG00000023892	Q9H4E7	631	0
ENSG00000119965	Q9H8K7	445	0
ENSG00000126453	Q9HB09	250	0
ENSG00000056050	Q9NWY4	346	1
ENSG00000115137	Q9NZQ0	273	0
ENSG00000171425	Q9P0T4	197	0
ENSG00000020129	Q9UBB6	729	0
ENSG00000154310	Q9UKE5	1360	0
ENSG00000081721	Q9UNI6	340	0
ENSG00000111602	Q9UNS1	1208	0
ENSG00000084764	Q9UPY8	281	0
ENSG00000115128	Q9Y3B4	125	1
ENSG00000100478	Q9Y587	144	0
ENSG00000060069	Q9Y5B0	961	0
ENSG00000182240	Q9Y5Z0	518	0
ENSG00000162419	Q9Y692	573	0
ENSG00000126005	A0A0U1RRL7	71	1
ENSG00000284635	A0A286YFG1	108	0
ENSG00000257093	A4D1U4	455	0
ENSG00000205129	A7E2U8	309	0
ENSG00000277322	A8MZA4	724	0
ENSG00000219545	C9J7I0	137	0
ENSG00000066629	O00423	815	0
ENSG00000141837	O00555	2506	0
ENSG00000143198	O14880	152	1
ENSG00000105808	O43374	803	0
ENSG00000180182	O60244	1454	0
ENSG00000006016	O75462	422	0
ENSG00000114383	O75896	110	1
ENSG00000167863	O75947	161	1
ENSG00000107954	O76050	574	0
ENSG00000175206	P01160	151	0
ENSG00000139219	P02458	1487	0
ENSG00000163631	P02768	609	0
ENSG00000179163	P04066	466	0
ENSG00000204262	P05997	1499	0
ENSG00000163083	P09529	407	0
ENSG00000189339	P0CK96	405	0
ENSG00000229549	P0CW00	308	0
ENSG00000236424	P0CW01	308	0
ENSG00000178035	P12268	514	0
ENSG00000065911	P13995	350	0
ENSG00000170266	P16278	677	0
ENSG00000169213	P20337	219	0
ENSG00000176136	P33032	325	0
ENSG00000124762	P38936	164	0
ENSG00000283702	P43628	341	0
ENSG00000162889	P49137	400	1
ENSG00000006715	P49754	854	0
ENSG00000181929	P54619	331	0
ENSG00000183668	Q00887	426	0
ENSG00000204843	Q14203	1278	0
ENSG00000229894	Q14409	553	0
ENSG00000170264	Q3B820	660	0
ENSG00000204548	Q5J5C9	76	0
ENSG00000120370	Q5T7V8	369	0
ENSG00000187170	Q5TA78	99	0
ENSG00000173239	Q5VYY2	423	0
ENSG00000274334	Q6EMK4	673	0
ENSG00000161929	Q6UWF3	145	0
ENSG00000157741	Q6ZU65	1347	0
ENSG00000183598	Q71DI3	136	0
ENSG00000178719	Q7Z429	371	1
ENSG00000167895	Q8IU68	726	0
ENSG00000183019	Q8IX19	187	0
ENSG00000161609	Q8N6L0	562	0
ENSG00000198915	Q8N9B8	481	0
ENSG00000174226	Q8N9S9	440	0
ENSG00000168010	Q8NAA4	619	0
ENSG00000160097	Q8NAU1	212	0
ENSG00000128923	Q8NBR6	621	0
ENSG00000160539	Q8NBV4	271	0
ENSG00000163701	Q8NFR9	667	0
ENSG00000181001	Q8NH53	320	0
ENSG00000137960	Q8TF65	315	0
ENSG00000166033	Q92743	480	0
ENSG00000113522	Q92878	1312	0
ENSG00000141448	Q92908	595	0
ENSG00000102977	Q96AP0	458	0
ENSG00000277808	Q96BZ8	264	0
ENSG00000064763	Q96K12	515	0
ENSG00000171657	Q96P67	336	0
ENSG00000167676	Q96Q06	1371	0
ENSG00000144283	Q99569	1192	0
ENSG00000182636	Q99608	321	0
ENSG00000273562	Q99733	375	0
ENSG00000167972	Q99758	1704	0
ENSG00000133302	Q9BQI6	1058	0
ENSG00000288146	Q9BVI4	516	0
ENSG00000170502	Q9BW91	350	1
ENSG00000124256	Q9H171	429	0
ENSG00000166510	Q9H2F9	335	0
ENSG00000162851	Q9H5Q4	396	0
ENSG00000023041	Q9H6R6	413	1
ENSG00000185730	Q9H7X3	374	0
ENSG00000000460	Q9NSG2	853	0
ENSG00000109534	Q9NY12	217	0
ENSG00000273326	Q9NYW3	318	0
ENSG00000136819	Q9NZ63	289	1
ENSG00000126264	Q9UBK5	93	0
ENSG00000138231	Q9UK59	544	0
ENSG00000102309	Q9Y237	131	1
ENSG00000075399	Q9Y2B5	631	0
ENSG00000055044	Q9Y2X3	529	1
ENSG00000237524	A0A1B0GUA7	166	0
ENSG00000228486	A0A1B0GVN3	265	0
ENSG00000215045	A4D2P6	1211	0
ENSG00000288318	A6NDB9	673	0
ENSG00000205765	A6NDU8	294	0
ENSG00000176681	A6NMS7	1700	0
ENSG00000272391	A8CG34	1229	0
ENSG00000230873	H3BQB6	276	0
ENSG00000234409	H7C350	402	0
ENSG00000110697	O00562	1244	0
ENSG00000087008	O15254	700	0
ENSG00000141526	O15427	465	0
ENSG00000135316	O60506	623	1
ENSG00000184402	O75177	396	0
ENSG00000105993	O75190	326	1
ENSG00000106330	O75425	235	0
ENSG00000102218	O75695	350	0
ENSG00000104889	O75792	299	0
ENSG00000172817	O75881	506	0
ENSG00000162551	P05186	524	0
ENSG00000147571	P06850	196	0
ENSG00000219073	P08861	270	0
ENSG00000140416	P09493	284	0
ENSG00000237765	P0CF97	657	0
ENSG00000271271	P0DTE5	536	0
ENSG00000124490	P16562	243	0
ENSG00000274821	P20848	421	0
ENSG00000057149	P29508	390	0
ENSG00000117592	P30041	224	1
ENSG00000180806	P31274	260	0
ENSG00000182199	P34897	504	0
ENSG00000244752	P43320	205	0
ENSG00000113088	P49863	264	0
ENSG00000050820	P56945	870	0
ENSG00000143125	P58294	105	0
ENSG00000116030	P63165	101	1
ENSG00000149591	Q01995	201	0
ENSG00000173039	Q04206	551	1
ENSG00000143384	Q07820	350	0
ENSG00000184185	Q14500	433	0
ENSG00000075213	Q14563	771	0
ENSG00000158445	Q14721	858	0
ENSG00000175787	Q14929	603	0
ENSG00000064199	Q15506	151	0
ENSG00000128311	Q16762	297	0
ENSG00000124831	Q32MZ4	808	0
ENSG00000184661	Q69YH5	1023	0
ENSG00000197361	Q6P050	247	0
ENSG00000120458	Q6P1R3	559	0
ENSG00000103253	Q6PII5	290	0
ENSG00000184814	Q6ZRT6	265	0
ENSG00000132613	Q765P7	747	0
ENSG00000165072	Q7Z304	686	0
ENSG00000182162	Q86VZ1	359	0
ENSG00000181896	Q8IZC7	436	0
ENSG00000156920	Q8IZF6	3080	0
ENSG00000146285	Q8N228	414	0
ENSG00000198324	Q8N4B1	249	0
ENSG00000109680	Q8N5T2	526	0
ENSG00000175697	Q8NFN8	814	0
ENSG00000205307	Q8TEE9	199	0
ENSG00000157315	Q8WW62	240	0
ENSG00000162390	Q8WXI4	607	0
ENSG00000175175	Q8WY54	755	0
ENSG00000137563	Q92820	318	0
ENSG00000158246	Q96A09	425	0
ENSG00000176476	Q96ES7	293	1
ENSG00000140104	Q96F83	325	0
ENSG00000154814	Q96HP4	312	0
ENSG00000274145	Q96NA2	401	0
ENSG00000127328	Q96QF0	476	0
ENSG00000092439	Q96QT4	1865	0
ENSG00000146399	Q96RJ0	339	0
ENSG00000214046	Q9BQ49	75	0
ENSG00000183032	Q9BQT8	299	0
ENSG00000128891	Q9BV29	185	0
ENSG00000100578	Q9BVV6	1533	0
ENSG00000113492	Q9BYV1	514	0
ENSG00000144320	Q9C0E8	428	0
ENSG00000090539	Q9H2X0	955	0
ENSG00000142303	Q9H324	1103	0
ENSG00000118655	Q9H816	532	0
ENSG00000137877	Q9NRC6	3674	0
ENSG00000161850	Q9NSB4	513	0
ENSG00000136856	Q9NY64	477	0
ENSG00000146378	Q9P1P5	351	0
ENSG00000109171	Q9P270	581	0
ENSG00000148337	Q9ULV3	898	0
ENSG00000079335	Q9UNH5	594	0
ENSG00000232112	Q9Y2S6	64	1
ENSG00000145041	Q9Y4B6	1507	0
ENSG00000143156	Q9Y5B8	376	0
ENSG00000171815	Q9Y5F3	818	0
ENSG00000288608	A0A6Q8PFQ6	16	0
ENSG00000249467	A0A8Q3WKH5	199	0
ENSG00000206013	A6NNB3	132	0
ENSG00000221887	A8MTL9	139	0
ENSG00000123136	O00148	427	1
ENSG00000134121	O00533	1208	0
ENSG00000136457	O15335	359	0
ENSG00000176101	O43805	119	1
ENSG00000177380	O75145	1194	0
ENSG00000235155	O96024	378	0
ENSG00000130164	P01130	860	0
ENSG00000126549	P02808	62	0
ENSG00000109072	P04004	478	0
ENSG00000109610	P08294	240	0
ENSG00000102128	P0C0E4	278	0
ENSG00000286140	P0CG12	524	1
ENSG00000289762	P0DQW1	50	0
ENSG00000237763	P0DUB6	511	0
ENSG00000109272	P10720	104	0
ENSG00000143226	P12318	317	0
ENSG00000096395	P12872	115	0
ENSG00000127329	P23467	1997	0
ENSG00000162433	P27144	223	0
ENSG00000145675	P27986	724	0
ENSG00000102038	P28370	1054	0
ENSG00000180914	P30559	389	0
ENSG00000184432	P35606	906	1
ENSG00000135605	P42680	631	0
ENSG00000108381	P45381	313	0
ENSG00000257365	P49356	437	0
ENSG00000186912	P51582	365	0
ENSG00000164167	P62312	80	0
ENSG00000163221	P80511	92	0
ENSG00000205323	P82979	210	1
ENSG00000130830	Q00013	466	0
ENSG00000214456	Q00G26	463	0
ENSG00000141568	Q01167	660	0
ENSG00000067606	Q05513	592	0
ENSG00000104763	Q13510	395	0
ENSG00000076067	Q15434	407	0
ENSG00000163453	Q16270	282	0
ENSG00000064989	Q16602	461	0
ENSG00000145014	Q2T9K0	475	0
ENSG00000160741	Q53ET0	693	0
ENSG00000244617	Q53RT3	343	0
ENSG00000204479	Q5VTA0	474	0
ENSG00000186094	Q5VU57	503	0
ENSG00000197128	Q68DY9	489	0
ENSG00000187922	Q6JVE6	187	0
ENSG00000147421	Q6NT76	420	0
ENSG00000188501	Q6UWM7	567	0
ENSG00000205710	Q6ZR85	190	0
ENSG00000176714	Q6ZUS5	278	0
ENSG00000171446	Q7Z3Y8	459	0
ENSG00000112078	Q7Z5Y7	419	1
ENSG00000112414	Q86SQ4	1221	0
ENSG00000176435	Q86T13	490	0
ENSG00000176204	Q86VH4	590	0
ENSG00000005302	Q8N5Y2	521	0
ENSG00000178175	Q8N895	744	0
ENSG00000173838	Q8NA82	808	0
ENSG00000176422	Q8WW59	207	0
ENSG00000003400	Q92851	521	0
ENSG00000157110	Q93062	196	0
ENSG00000007080	Q96CT7	223	1
ENSG00000198858	Q96D70	268	1
ENSG00000198892	Q96DD7	197	0
ENSG00000151746	Q96G01	975	0
ENSG00000178449	Q96I36	57	0
ENSG00000142186	Q96KG9	808	1
ENSG00000151466	Q96NL6	688	0
ENSG00000163705	Q96PS1	177	0
ENSG00000012504	Q96RI1	486	0
ENSG00000213694	Q99500	378	0
ENSG00000113658	Q99717	465	0
ENSG00000129566	Q99973	2627	0
ENSG00000167553	Q9BQE3	449	0
ENSG00000100360	Q9BW83	186	0
ENSG00000141664	Q9C0B9	1178	0
ENSG00000141497	Q9H091	742	0
ENSG00000124074	Q9H0I2	346	0
ENSG00000107077	Q9H3R0	1056	0
ENSG00000139637	Q9HB07	376	1
ENSG00000171596	Q9HB89	426	0
ENSG00000198856	Q9NRP0	149	1
ENSG00000196141	Q9NUQ6	558	0
ENSG00000168209	Q9NX09	232	0
ENSG00000143952	Q9P1Q0	977	1
ENSG00000133627	Q9P1U1	418	0
ENSG00000129028	Q9P2Z0	257	0
ENSG00000167414	Q9UK08	70	0
ENSG00000147164	Q9UMY4	162	1
ENSG00000186073	Q9Y2V0	281	0
ENSG00000081818	Q9Y5E5	795	0
ENSG00000050555	Q9Y6N6	1575	0
ENSG00000249156	A0A1W2PPW3	197	0
ENSG00000214447	A6NFU0	413	0
ENSG00000187658	A6NGY3	159	0
ENSG00000103202	O00746	187	0
ENSG00000166340	O14773	563	1
ENSG00000101638	O15466	376	0
ENSG00000106397	O60568	738	1
ENSG00000120688	O75554	376	1
ENSG00000132591	O75616	437	1
ENSG00000104131	O75822	258	1
ENSG00000106537	O95857	204	0
ENSG00000100246	O96015	105	0
ENSG00000177600	P05387	115	1
ENSG00000274443	P0DMQ9	161	0
ENSG00000188257	P14555	144	0
ENSG00000075426	P15408	326	0
ENSG00000105173	P24864	410	0
ENSG00000168439	P31948	543	1
ENSG00000186575	P35240	595	0
ENSG00000113552	P46926	289	0
ENSG00000169756	P48059	325	0
ENSG00000101446	P49223	89	0
ENSG00000076685	P49902	561	1
ENSG00000171766	P50440	423	0
ENSG00000018625	P50993	1020	0
ENSG00000069849	P54709	279	0
ENSG00000188729	P61366	133	0
ENSG00000165527	P62330	175	0
ENSG00000280858	P62424	266	0
ENSG00000229665	P86479	221	0
ENSG00000185215	Q03169	654	0
ENSG00000085465	Q12889	678	0
ENSG00000048991	Q15032	1099	0
ENSG00000150637	Q15762	336	0
ENSG00000186130	Q15916	424	0
ENSG00000162592	Q2M243	656	0
ENSG00000182107	Q3MIR4	351	0
ENSG00000116783	Q59H18	835	0
ENSG00000077458	Q5HYJ3	339	0
ENSG00000275052	Q5MIZ7	849	0
ENSG00000173728	Q5SVJ3	147	0
ENSG00000117407	Q5T4W7	220	0
ENSG00000203923	Q5VSR9	72	0
ENSG00000154358	Q5VST9	7968	0
ENSG00000157693	Q5VZI3	342	0
ENSG00000168769	Q6N021	2002	0
ENSG00000164308	Q6P179	960	0
ENSG00000018699	Q6P3X3	843	0
ENSG00000177984	Q6UWW0	184	0
ENSG00000175182	Q6UXB0	366	0
ENSG00000142544	Q7Z7A3	348	0
ENSG00000187118	Q7Z7K0	106	0
ENSG00000184350	Q86SM8	312	0
ENSG00000181035	Q86VD7	318	0
ENSG00000159337	Q86XP0	818	0
ENSG00000183638	Q8IWN7	2400	0
ENSG00000162873	Q8IYD2	350	0
ENSG00000241697	Q8IYR6	380	0
ENSG00000196407	Q8N1Q8	247	0
ENSG00000008382	Q8N594	471	0
ENSG00000175707	Q8NAX2	398	0
ENSG00000167094	Q8NEE8	873	0
ENSG00000162695	Q8NEW0	376	0
ENSG00000055917	Q8TB72	1066	1
ENSG00000154127	Q8TF42	649	0
ENSG00000103888	Q8WUJ3	1361	0
ENSG00000141574	Q8WVN6	248	0
ENSG00000140022	Q8WXE9	905	0
ENSG00000180448	Q92619	1136	0
ENSG00000050393	Q96AQ8	359	0
ENSG00000196466	Q96GE5	643	0
ENSG00000115255	Q96HR9	211	0
ENSG00000166265	Q96J86	154	0
ENSG00000145113	Q99102	5412	0
ENSG00000184613	Q99435	816	0
ENSG00000149634	Q9BR10	227	0
ENSG00000148362	Q9BUH6	204	0
ENSG00000105227	Q9BXM0	1461	0
ENSG00000196632	Q9BYP7	1800	0
ENSG00000138100	Q9BYV2	358	0
ENSG00000198894	Q9C0C6	399	1
ENSG00000139112	Q9H0R8	117	0
ENSG00000137522	Q9H920	327	0
ENSG00000142751	Q9H9Y4	310	1
ENSG00000101189	Q9NV56	204	1
ENSG00000125037	Q9P0I2	261	1
ENSG00000100109	Q9UBB9	837	0
ENSG00000176463	Q9UIG8	710	0
ENSG00000088543	Q9UK00	162	0
ENSG00000151458	Q9ULJ7	1429	0
ENSG00000116983	Q9UM19	191	0
ENSG00000135018	Q9UMX0	589	1
ENSG00000141577	Q9UPN4	1083	0
ENSG00000197217	Q9Y227	616	1
ENSG00000186723	Q9Y4A9	318	0
ENSG00000166529	Q9Y5A6	473	0
ENSG00000064692	Q9Y6H5	919	0
ENSG00000136267	Q9Y6T7	804	0
ENSG00000283758	A0A1W2PS18	150	0
ENSG00000205327	A6NDL8	312	0
ENSG00000145642	A6NKW6	160	0
ENSG00000109851	A6NMT0	343	0
ENSG00000234284	B4DU55	563	0
ENSG00000142347	O00160	1098	0
ENSG00000140284	O14975	620	0
ENSG00000108846	O15438	1527	0
ENSG00000141934	O43688	288	0
ENSG00000088899	O60299	673	0
ENSG00000169255	O75752	331	0
ENSG00000196557	O95180	2353	0
ENSG00000068654	O95602	1720	0
ENSG00000105514	O95716	219	0
ENSG00000104833	P04350	444	0
ENSG00000277586	P07196	543	0
ENSG00000185245	P07359	652	0
ENSG00000108518	P07737	140	1
ENSG00000213793	P0CJ79	718	0
ENSG00000223658	P0DN25	315	0
ENSG00000169704	P14770	177	0
ENSG00000012124	P20273	847	0
ENSG00000101017	P25942	277	0
ENSG00000163918	P35249	363	0
ENSG00000263057	P35900	424	0
ENSG00000171700	P49795	217	0
ENSG00000172262	P52739	623	0
ENSG00000196730	P53355	1430	0
ENSG00000117505	Q01658	176	0
ENSG00000149782	Q01970	1234	0
ENSG00000158050	Q05923	314	0
ENSG00000078295	Q08462	1091	0
ENSG00000054598	Q12948	553	0
ENSG00000188786	Q14872	753	0
ENSG00000196418	Q15973	351	0
ENSG00000111605	Q16630	551	0
ENSG00000053747	Q16787	3333	0
ENSG00000103356	Q5JPH6	523	0
ENSG00000146267	Q5TGI0	409	0
ENSG00000139438	Q5U5X8	452	0
ENSG00000142661	Q5VTT5	1437	0
ENSG00000170324	Q68DX3	1309	0
ENSG00000155761	Q6Q759	2223	0
ENSG00000204381	Q6UX15	382	0
ENSG00000197046	Q6ZMC9	328	0
ENSG00000153823	Q7Z2X4	250	0
ENSG00000198925	Q7Z3C6	839	0
ENSG00000186458	Q7Z7B7	95	0
ENSG00000139211	Q86SJ2	522	0
ENSG00000085449	Q8IWB7	410	1
ENSG00000150676	Q8IWF9	413	0
ENSG00000198160	Q8N108	512	0
ENSG00000173442	Q8N3D4	1523	0
ENSG00000186314	Q8N945	189	0
ENSG00000170953	Q8NGG6	310	0
ENSG00000136834	Q8NGS3	322	0
ENSG00000167360	Q8NH59	317	0
ENSG00000029153	Q8WYA1	636	0
ENSG00000165699	Q92574	1164	0
ENSG00000141696	Q92791	437	0
ENSG00000175595	Q92889	916	0
ENSG00000164209	Q96AG3	418	0
ENSG00000140691	Q96C12	935	0
ENSG00000089327	Q96DB9	178	0
ENSG00000165568	Q96JD6	320	0
ENSG00000275821	Q96L11	122	0
ENSG00000131584	Q96P50	834	0
ENSG00000127564	Q99640	499	0
ENSG00000109805	Q9BPX3	1015	0
ENSG00000125898	Q9BQ89	295	0
ENSG00000152684	Q9BRX2	385	0
ENSG00000132446	Q9BXU8	183	0
ENSG00000125877	Q9BY32	194	0
ENSG00000112137	Q9C0D0	580	0
ENSG00000125823	Q9H114	145	0
ENSG00000162923	Q9H7D7	661	0
ENSG00000221866	Q9HCM2	1894	0
ENSG00000127252	Q9HDD0	168	0
ENSG00000103449	Q9NSC2	1324	0
ENSG00000109775	Q9NUQ7	469	0
ENSG00000168872	Q9NUU7	478	1
ENSG00000130517	Q9NXJ5	209	0
ENSG00000278494	Q9NYV6	651	0
ENSG00000250254	Q9NZH5	202	0
ENSG00000164951	Q9P0J1	537	0
ENSG00000039560	Q9P0K7	980	0
ENSG00000118507	Q9P0M2	348	0
ENSG00000143375	Q9P2M7	1203	0
ENSG00000162694	Q9UBQ6	330	0
ENSG00000114554	Q9UIW2	1896	0
ENSG00000187801	Q9UJL9	534	0
ENSG00000177239	Q9UKM7	699	0
ENSG00000088325	Q9ULW0	747	0
ENSG00000170091	Q9Y328	171	0
ENSG00000115488	Q9Y3R4	380	0
ENSG00000263353	Q9Y536	164	0
ENSG00000134262	Q9Y6B7	739	0
ENSG00000161682	A8MVW0	826	0
ENSG00000066933	B2RTY4	2548	0
ENSG00000278615	E9PRG8	123	1
ENSG00000182389	O00305	520	0
ENSG00000137077	O00585	134	0
ENSG00000096968	O60674	1132	0
ENSG00000122679	O60896	148	0
ENSG00000116752	O75934	225	1
ENSG00000174780	O76094	671	0
ENSG00000007001	O95045	317	0
ENSG00000100241	O95248	1868	1
ENSG00000111802	O95551	362	0
ENSG00000143839	P00797	406	0
ENSG00000242252	P02818	100	0
ENSG00000182866	P06239	509	0
ENSG00000282095	P0DMR1	293	0
ENSG00000285249	P0DP74	79	0
ENSG00000101977	P10911	925	0
ENSG00000155660	P13667	645	0
ENSG00000135218	P16671	472	0
ENSG00000182141	P17019	563	0
ENSG00000001167	P23511	347	0
ENSG00000066032	P26232	953	0
ENSG00000114812	P32241	457	0
ENSG00000080644	P32297	505	0
ENSG00000158125	P47989	1333	0
ENSG00000150867	P48426	406	0
ENSG00000132676	P51398	398	1
ENSG00000173585	P51686	369	0
ENSG00000128739	P63162	240	0
ENSG00000177728	Q12767	1356	0
ENSG00000274779	Q15155	1222	0
ENSG00000142606	Q495T6	779	0
ENSG00000164674	Q4VX76	610	0
ENSG00000110075	Q5H9R7	873	0
ENSG00000215910	Q5SNV9	1449	0
ENSG00000166734	Q6P4E1	436	0
ENSG00000242259	Q6P5X5	105	1
ENSG00000162148	Q7Z5V6	425	0
ENSG00000188800	Q7Z6W1	182	0
ENSG00000184672	Q86SE5	291	0
ENSG00000182512	Q86SX6	157	1
ENSG00000130734	Q86TL0	474	0
ENSG00000171204	Q8IUX1	230	0
ENSG00000005483	Q8IZD2	1858	0
ENSG00000181234	Q8N3T6	1108	0
ENSG00000281766	Q8N488	228	0
ENSG00000203326	Q8N782	479	0
ENSG00000178021	Q8N831	410	0
ENSG00000177599	Q8N8L2	437	0
ENSG00000276776	Q8N9U0	490	0
ENSG00000130309	Q8NBJ5	622	0
ENSG00000108100	Q8ND76	341	0
ENSG00000283859	Q8NFZ4	835	0
ENSG00000172772	Q8NGF6	305	0
ENSG00000103037	Q8TBK2	473	0
ENSG00000185414	Q8TCC3	161	0
ENSG00000005206	Q8TCT7	592	0
ENSG00000125089	Q8TE82	1336	0
ENSG00000082516	Q8TEQ6	1508	0
ENSG00000150722	Q8WVI7	109	0
ENSG00000087510	Q92754	450	0
ENSG00000100417	Q92871	262	1
ENSG00000188643	Q96FQ6	103	0
ENSG00000153551	Q96FZ5	175	0
ENSG00000169299	Q96G03	612	0
ENSG00000176087	Q96G79	324	1
ENSG00000133665	Q96IM9	177	0
ENSG00000144057	Q96JF0	529	0
ENSG00000104133	Q96JI7	2443	1
ENSG00000179943	Q96SL8	496	1
ENSG00000158006	Q99487	392	0
ENSG00000129932	Q9BU89	302	0
ENSG00000162604	Q9BX74	207	0
ENSG00000214518	Q9BYT5	123	0
ENSG00000156097	Q9BZJ8	451	0
ENSG00000132635	Q9H1Q7	454	0
ENSG00000110906	Q9H3F6	313	1
ENSG00000122870	Q9H694	974	0
ENSG00000005448	Q9H977	334	0
ENSG00000114450	Q9HAV0	340	0
ENSG00000143493	Q9NVH2	962	0
ENSG00000169777	Q9NYW7	299	0
ENSG00000106617	Q9UGJ0	569	0
ENSG00000104447	Q9UHF7	1281	0
ENSG00000138795	Q9UJU2	399	0
ENSG00000278318	Q9UJW7	825	0
ENSG00000171385	Q9UK17	655	0
ENSG00000085514	Q9UKJ1	303	0
ENSG00000008128	Q9UQ88	783	0
ENSG00000214530	Q9Y365	291	0
ENSG00000112200	Q9Y4E5	1061	0
ENSG00000284713	A0A286YFK9	51	0
ENSG00000203907	A6NGQ2	149	0
ENSG00000196436	A6NHN6	443	0
ENSG00000188100	B3EWG3	89	0
ENSG00000179094	O15534	1290	0
ENSG00000009413	O60673	3130	0
ENSG00000155495	O60732	1142	0
ENSG00000106692	O75072	461	0
ENSG00000277104	O75478	443	0
ENSG00000198799	O94898	1065	0
ENSG00000285007	O95072	547	0
ENSG00000124164	O95292	243	0
ENSG00000117114	O95490	1459	0
ENSG00000124214	O95793	577	1
ENSG00000119547	O95948	504	0
ENSG00000070669	P08243	561	0
ENSG00000122543	P0CE72	109	0
ENSG00000260097	P0CI01	402	0
ENSG00000131747	P11388	1531	0
ENSG00000101911	P11908	318	0
ENSG00000181019	P15559	274	0
ENSG00000112715	P15692	395	0
ENSG00000005436	P16383	781	0
ENSG00000198951	P17050	411	0
ENSG00000113389	P17342	541	0
ENSG00000129991	P19429	210	0
ENSG00000262243	P23141	567	0
ENSG00000075142	P30626	198	0
ENSG00000119689	P36957	453	1
ENSG00000013441	P49759	484	0
ENSG00000139329	P51884	338	0
ENSG00000006377	P56179	175	0
ENSG00000154342	P56704	352	0
ENSG00000273431	P59544	299	0
ENSG00000187193	P80297	61	0
ENSG00000131368	P82663	173	1
ENSG00000150787	Q03393	145	0
ENSG00000182752	Q13219	1627	0
ENSG00000165733	Q14692	1282	1
ENSG00000110046	Q2TAZ0	1938	0
ENSG00000186684	Q4G0S4	542	0
ENSG00000204524	Q5CZA5	627	0
ENSG00000180801	Q5FYB0	599	0
ENSG00000260903	Q5GH72	579	0
ENSG00000112539	Q5T5N4	469	0
ENSG00000146463	Q5VZL5	1548	0
ENSG00000237521	Q6IFN5	339	0
ENSG00000175928	Q6UXK5	716	0
ENSG00000196660	Q6XR72	485	0
ENSG00000198960	Q7L4S7	300	0
ENSG00000186666	Q7Z5W3	292	0
ENSG00000165644	Q86VU5	262	0
ENSG00000120256	Q86VZ4	500	0
ENSG00000186814	Q86W11	494	0
ENSG00000151151	Q8NFU5	416	0
ENSG00000262796	Q8NGP2	316	0
ENSG00000055732	Q8TDD5	553	0
ENSG00000276804	Q8WX94	980	0
ENSG00000140044	Q8WYK2	163	0
ENSG00000087338	Q96IK5	515	0
ENSG00000145780	Q96JP0	617	0
ENSG00000179059	Q96MM3	310	0
ENSG00000165621	Q96P68	337	0
ENSG00000027001	Q99797	713	0
ENSG00000132026	Q9BSG5	229	0
ENSG00000139641	Q9BSJ8	1104	1
ENSG00000226931	Q9GZK6	312	0
ENSG00000172426	Q9H1X1	276	0
ENSG00000139921	Q9H3N1	280	0
ENSG00000206053	Q9H910	190	0
ENSG00000198018	Q9NQZ7	604	0
ENSG00000172554	Q9NY99	539	0
ENSG00000273086	Q9NYW1	312	0
ENSG00000151014	Q9UK39	431	0
ENSG00000164061	Q9UPA5	3926	0
ENSG00000090273	Q9Y266	331	1
ENSG00000113212	Q9Y5E2	793	0
ENSG00000106266	Q9Y5X2	465	0
ENSG00000284718	A0A286YF01	96	0
ENSG00000249715	A0AVI2	2057	0
ENSG00000163331	A0PJW8	107	0
ENSG00000263263	A8MVA2	160	0
ENSG00000101654	O43148	476	0
ENSG00000148908	O43665	181	0
ENSG00000121067	O43791	374	0
ENSG00000047578	O60303	1618	0
ENSG00000160223	O75144	302	0
ENSG00000014123	O94874	794	1
ENSG00000170373	P01037	141	0
ENSG00000164400	P04141	144	0
ENSG00000166501	P05771	671	0
ENSG00000164111	P08758	320	0
ENSG00000230667	P0DME0	292	0
ENSG00000115594	P14778	569	0
ENSG00000134363	P19883	344	0
ENSG00000106031	P31271	388	0
ENSG00000102678	P31371	208	0
ENSG00000105258	P36954	125	1
ENSG00000211452	P49895	249	0
ENSG00000137757	P51878	434	0
ENSG00000165417	P52655	376	0
ENSG00000140307	P52657	109	0
ENSG00000143590	P52797	238	0
ENSG00000172009	P52888	689	0
ENSG00000242372	P56537	245	0
ENSG00000163297	P58335	489	0
ENSG00000169714	P62633	177	1
ENSG00000243927	P82932	125	1
ENSG00000184481	P98177	505	0
ENSG00000153187	Q00839	825	1
ENSG00000237582	Q01860	360	0
ENSG00000167182	Q02086	613	1
ENSG00000115904	Q07889	1333	0
ENSG00000090615	Q08378	1498	1
ENSG00000079263	Q13342	867	0
ENSG00000111859	Q14511	834	0
ENSG00000134324	Q14693	890	0
ENSG00000136535	Q16650	682	0
ENSG00000169218	Q2MKA7	263	0
ENSG00000204179	Q4JDL3	420	0
ENSG00000175202	Q4VC39	106	0
ENSG00000149084	Q53GQ0	312	1
ENSG00000234545	Q5BKY9	247	0
ENSG00000198471	Q5QGT7	225	0
ENSG00000198876	Q5T6F0	453	1
